Id,Label,fonction,cluster
aves_aa_4R_auth_0415,"berse, von, lexius",personne,
aves_aa_4R_auth_0416,"meiger, heinrich",personne,
aves_aa_4R_auth_0417,"ludemann, claus",personne,
aves_aa_4R_auth_0418,"bleiweger, diebolt",personne,
aves_aa_4R_auth_0419,"sifrit, werde, uff dem",personne,
aves_aa_4R_auth_0420,"brant, lauwel",personne,
aves_aa_4R_auth_0421,"rohrer, marx",personne,4.0
aves_aa_4R_auth_0422,"koch, johanns, der alte",personne,4.0
aves_aa_4R_auth_0423,"haffener, sixt",personne,0.0
aves_aa_4R_auth_0424,"hettemann, johanns",personne,2.0
aves_aa_4R_auth_0425,"kempf, claus",personne,1.0
aves_aa_4R_auth_0426,"bitsch, johanns",personne,0.0
aves_aa_4R_auth_0427,"klein, johanns",personne,4.0
aves_aa_4R_auth_0428,"windeck, heinrich",personne,
aves_aa_4R_auth_0429,"desche, heinrich",personne,
aves_aa_4R_auth_0430,"kiebel, johanns",personne,
aves_aa_4R_auth_0431,"speich, andres",personne,
aves_aa_4R_auth_0432,"pfaffe, claus",personne,4.0
aves_aa_4R_auth_0433,"konrat, münster, vor dem",personne,
aves_aa_4R_auth_0434,"binnting, walther",personne,
aves_aa_4R_auth_0435,gabriel,personne,
aves_aa_4R_auth_0436,"meister, johanns",personne,
aves_aa_4R_auth_0437,"dahlheim, heinrich",personne,
aves_aa_4R_auth_0438,"bergheim, von, johanns, der junge",personne,0.0
aves_aa_4R_auth_0439,"leutesheim, johanns",personne,0.0
aves_aa_4R_auth_0440,"wolff, johanns",personne,0.0
aves_aa_4R_auth_0441,"barpfennig, marx",personne,0.0
aves_aa_4R_auth_0442,"lamperter, johanns",personne,
aves_aa_4R_auth_0443,"kücheler, claus",personne,0.0
aves_aa_4R_auth_0444,"rohr, von, claus",personne,
aves_aa_4R_auth_0445,"klaue, jacob",personne,1.0
aves_aa_4R_auth_0446,"diebolt, peter",personne,
aves_aa_4R_auth_0447,"schüffel, heintz, eber, zum",personne,
aves_aa_4R_auth_0448,"girbaden, johanns",personne,0.0
aves_aa_4R_auth_0449,"lang, johanns",personne,
aves_aa_4R_auth_0450,"paulus, johanns",personne,1.0
aves_aa_4R_auth_0451,"kress, konrat",personne,
aves_aa_4R_auth_0452,"bidermann, claus",personne,1.0
aves_aa_4R_auth_0453,"winsticher, erhart",personne,1.0
aves_aa_4R_auth_0454,"schlempe, heinrich",personne,0.0
aves_aa_4R_auth_0455,"sporer, jacob",personne,4.0
aves_aa_4R_auth_0456,"lang, claus",personne,0.0
aves_aa_4R_auth_0457,"wile, von, sifrit",personne,
aves_aa_4R_auth_0458,"rippel, michel",personne,4.0
aves_aa_4R_auth_0459,"reimbolt, johanns",personne,
aves_aa_4R_auth_0460,"peter, johanns",personne,4.0
aves_aa_4R_auth_0461,"siffermann, burkhart",personne,4.0
aves_aa_4R_auth_0462,"hebnagel, johanns",personne,0.0
aves_aa_4R_auth_0463,"haffener, jacob",personne,0.0
aves_aa_4R_auth_0464,"herbst, peter",personne,4.0
aves_aa_4R_auth_0465,"fuchs, oberlin",personne,
aves_aa_4R_auth_0466,"lampertheim, von, ulrich",personne,4.0
aves_aa_4R_auth_0467,"dingsheim, johanns",personne,1.0
aves_aa_4R_auth_0468,"bösch, bechtolt",personne,
aves_aa_4R_auth_0469,"altzheim, von, johanns",personne,1.0
aves_aa_4R_auth_0470,"rohr, von, peter",personne,1.0
aves_aa_4R_auth_0471,"michel, sankt-stefans plan, auf",personne,0.0
aves_aa_4R_auth_0472,"rhinau, johanns",personne,
aves_aa_4R_auth_0473,"freund, claus",personne,1.0
aves_aa_4R_auth_0474,"brechter, bechtolt",personne,
aves_aa_4R_auth_0475,"leistmann, dietrich",personne,0.0
aves_aa_4R_auth_0476,götze,personne,
aves_aa_4R_auth_0477,"hechde, johanns",personne,4.0
aves_aa_4R_auth_0478,"duntzenheim, claus",personne,4.0
aves_aa_4R_auth_0479,"diebolt, johanns",personne,0.0
aves_aa_4R_auth_0480,"hirtzfelder, johanns",personne,4.0
aves_aa_4R_auth_0481,"träger, johanns",personne,1.0
aves_aa_4R_auth_0482,"sturm, erhart",personne,
aves_aa_4R_auth_0483,sigel,personne,
aves_aa_4R_auth_0484,"herrenstein, johanns",personne,
aves_aa_4R_auth_0485,"mommenheim, von, jacob",personne,
aves_aa_4R_auth_0486,"wernher, steinstrasse, an der",personne,1.0
aves_aa_4R_auth_0487,"bösch, friedrich",personne,0.0
aves_aa_4R_auth_0488,"rippel, michel, der junge",personne,3.0
aves_aa_4R_auth_0489,"johanns, hirtz, zum",personne,
aves_aa_4R_auth_0490,"schnabel, heinrich",personne,0.0
aves_aa_4R_auth_0491,"lamprecht, peter",personne,0.0
aves_aa_4R_auth_0492,"oberkirch, von, johanns",personne,
aves_aa_4R_auth_0493,"trachenfeils, johanns",personne,3.0
aves_aa_4R_auth_0494,"könig, claus",personne,4.0
aves_aa_4R_auth_0495,"seger, johanns",personne,4.0
aves_aa_4R_auth_0496,"liebkint, oberlin",personne,0.0
aves_aa_4R_auth_0497,"ernoltzheim, von, claus",personne,
aves_aa_4R_auth_0498,"böschwiller, claus",personne,0.0
aves_aa_4R_auth_0499,"ettenheim, von, mathis",personne,0.0
aves_aa_4R_auth_0500,"meiger, heinrich",personne,1.0
aves_aa_4R_auth_0501,"berner, frantz",personne,0.0
aves_aa_4R_auth_0502,"birbaum, heinrich",personne,1.0
aves_aa_4R_auth_0503,"steinstrasse, an der, khurin, steinstrasse, an der",personne,
aves_aa_4R_auth_0504,"graff, anshelm",personne,4.0
aves_aa_4R_auth_0505,"spiegel, johanns",personne,3.0
aves_aa_4R_auth_0506,"brant, diebolt",personne,3.0
aves_aa_4R_auth_0507,"gerbot, peter",personne,4.0
aves_aa_4R_auth_0508,"klein, johanns",personne,
aves_aa_4R_auth_0509,"betscholt, wilhelm",personne,3.0
aves_aa_4R_auth_0510,"baumgarter, erhart",personne,1.0
aves_aa_4R_auth_0511,"zerig, sifrit",personne,1.0
aves_aa_4R_auth_0512,"lahr, von, mathis",personne,
aves_aa_4R_auth_0513,"ott, johanns",personne,0.0
aves_aa_4R_auth_0514,"stumpf, johanns",personne,4.0
aves_aa_4R_auth_0515,"fachmann, claus",personne,0.0
aves_aa_4R_auth_0516,"molsheim, von, johanns, der junge",personne,0.0
aves_aa_4R_auth_0517,"klaumann, claus",personne,
aves_aa_4R_auth_0518,"spielmann, johanns",personne,3.0
aves_aa_4R_auth_0519,"schwencker, johanns",personne,1.0
aves_aa_4R_auth_0520,"dürningen, von, sigel",personne,4.0
aves_aa_4R_auth_0521,"klige, küntz",personne,1.0
aves_aa_4R_auth_0522,"wormser, jacob",personne,3.0
aves_aa_4R_auth_0523,"berse, von, konrat",personne,0.0
aves_aa_4R_auth_0524,"brettler, johanns",personne,1.0
aves_aa_4R_auth_0525,"odratzheim, johanns",personne,
aves_aa_4R_auth_0526,"issenhausen, von, erhart",personne,0.0
aves_aa_4R_auth_0527,"zabern, von, sifrit",personne,1.0
aves_aa_4R_auth_0528,"spirer, diebolt",personne,1.0
aves_aa_4R_auth_0529,"freiburger, jacob",personne,0.0
aves_aa_4R_auth_0530,"hage, walther, kettener, zum",personne,
aves_aa_4R_auth_0531,"kork, von, peter",personne,3.0
aves_aa_4R_auth_0532,"schuttern, von, wilhelm",personne,0.0
aves_aa_4R_auth_0533,"gemersheim, von, johanns",personne,
aves_aa_4R_auth_0534,"meistersheim, johanns",personne,0.0
aves_aa_4R_auth_0535,"wormser, völtz",personne,1.0
aves_aa_4R_auth_0536,"walt, johanns",personne,1.0
aves_aa_4R_auth_0537,"schmalriem, adolff",personne,0.0
aves_aa_4R_auth_0538,"hirt, johanns",personne,0.0
aves_aa_4R_auth_0539,"brümath, von, peter",personne,0.0
aves_aa_4R_auth_0540,"sasbach, konrat",personne,0.0
aves_aa_4R_auth_0541,"hesse, johanns",personne,
aves_aa_4R_auth_0542,"hügeler, bechtolt",personne,0.0
aves_aa_4R_auth_0543,"happmacher, andres",personne,0.0
aves_aa_4R_auth_0544,"haslach von, mathis",personne,0.0
aves_aa_4R_auth_0545,"holtzhauser, heintz",personne,1.0
aves_aa_4R_auth_0546,"minner, johanns",personne,1.0
aves_aa_4R_auth_0547,"lumbart, stefan",personne,0.0
aves_aa_4R_auth_0548,"wissensee, claus",personne,3.0
aves_aa_4R_auth_0549,"melbrühe, johanns",personne,3.0
aves_aa_4R_auth_0550,"andres, pfennigturm, vor dem",personne,0.0
aves_aa_4R_auth_0551,"seidenfaden, friedrich",personne,1.0
aves_aa_4R_auth_0552,"claus, johanns",personne,1.0
aves_aa_4R_auth_0553,"gottfriet, fritsch",personne,0.0
aves_aa_4R_auth_0554,"baumgarter, claus",personne,
aves_aa_4R_auth_0555,"weidemann, johanns",personne,1.0
aves_aa_4R_auth_0556,"armbruster, johanns, brantgasse, in",personne,0.0
aves_aa_4R_auth_0557,"studel, johanns",personne,1.0
aves_aa_4R_auth_0558,"schlettstadt, von, johanns",personne,0.0
aves_aa_4R_auth_0559,"trachenfeils, diebolt",personne,0.0
aves_aa_4R_auth_0560,"barpfennig, rudolff",personne,0.0
aves_aa_4R_auth_0561,"reimbolt, diebolt",personne,
aves_aa_4R_auth_0562,"bellheim, von, claus",personne,0.0
aves_aa_4R_auth_0563,"brettler, heinrich",personne,
aves_aa_4R_auth_0564,"kriegsheim, claus",personne,0.0
aves_aa_4R_auth_0565,"pfaffe, johanns",personne,
aves_aa_4R_auth_0566,"wile, von, johanns",personne,1.0
aves_aa_4R_auth_0567,"molsheim, von, johanns",personne,0.0
aves_aa_4R_auth_0568,"förster, symont",personne,3.0
aves_aa_4R_auth_0569,"sachsen, stefan",personne,0.0
aves_aa_4R_auth_0570,"dürr, walther",personne,3.0
aves_aa_4R_auth_0571,"vendenheim, johanns, der alte",personne,3.0
aves_aa_4R_auth_0572,"trüchtersheim, von, eberhart",personne,0.0
aves_aa_4R_auth_0573,"molsheim, von, michel",personne,
aves_aa_4R_auth_0574,"spirer, johanns",personne,1.0
aves_aa_4R_auth_0575,"griffe, heinrich",personne,1.0
aves_aa_4R_auth_0576,"lusche, claus",personne,0.0
aves_aa_4R_auth_0577,"wurtzgarten, johanns",personne,0.0
aves_aa_4R_auth_0578,"seiler, zum, johanns",personne,
aves_aa_4R_auth_0579,"bellheim, von, jacob",personne,0.0
aves_aa_4R_auth_0580,"schnabel, heinrich",personne,
aves_aa_4R_auth_0581,"bisinger, heinrich",personne,
aves_aa_4R_auth_0582,"ganser, michel",personne,0.0
aves_aa_4R_auth_0583,"müseler, reimbolt",personne,1.0
aves_aa_4R_auth_0584,"götze, johanns",personne,0.0
aves_aa_4R_auth_0585,"ross, johanns",personne,
aves_aa_4R_auth_0586,"mönchelin, bernhart",personne,
aves_aa_4R_auth_0587,"thann, von, johanns",personne,0.0
aves_aa_4R_auth_0588,"klammann, oswalt",personne,
aves_aa_4R_auth_0589,"rhein, zum, johanns",personne,
aves_aa_4R_auth_0590,"kiebel, ulrich",personne,1.0
aves_aa_4R_auth_0591,"riffe, konrat",personne,
aves_aa_4R_auth_0592,"erfurt, von, claus",personne,0.0
aves_aa_4R_auth_0593,"geispoltzheim, von, wilhelm",personne,0.0
aves_aa_4R_auth_0594,"zweibrücken, von, johanns",personne,
aves_aa_4R_auth_0595,"ernst, martin",personne,1.0
aves_aa_4R_auth_0596,"trense, johanns",personne,
aves_aa_4R_auth_0597,"sundheim, michel",personne,0.0
aves_aa_4R_auth_0598,"hettemann, diebolt",personne,
aves_aa_4R_auth_0599,"wormser, bernhart",personne,
aves_aa_4R_auth_0600,"bruder, stoffelus",personne,1.0
aves_aa_4R_auth_0601,"kacheler, friedrich",personne,1.0
aves_aa_4R_auth_0602,"hüss, johanns",personne,0.0
aves_aa_4R_auth_0603,"doppeler, caspar",personne,
aves_aa_4R_auth_0604,"bosterer, johanns",personne,
aves_aa_4R_auth_0605,"löwe, jacob",personne,0.0
aves_aa_4R_auth_0606,"schiltigheim, von, andres",personne,
aves_aa_4R_auth_0607,"dreitzehn, claus",personne,
aves_aa_4R_auth_0608,"hartung, johanns",personne,
aves_aa_4R_auth_0609,"ersam, johanns",personne,0.0
aves_aa_4R_auth_0610,"marckoltzheim, von, johanns",personne,
aves_aa_4R_auth_0611,"waldener, jacob",personne,
aves_aa_4R_auth_0612,"ackerfuss, claus",personne,
aves_aa_4R_auth_0613,"hage, jacob",personne,1.0
aves_aa_4R_auth_0614,"heiligenstein, von, anthenie",personne,
aves_aa_4R_auth_0615,"joham, konrat",personne,
aves_aa_4R_auth_0616,"hertzog, johanns",personne,
aves_aa_4R_auth_0617,"ersam, johanns",personne,
aves_aa_4R_auth_0618,"ammeler, ebelin",personne,
aves_aa_4R_auth_0619,"voltz, johanns",personne,
aves_aa_4R_auth_0620,"nüger, claus",personne,
aves_aa_4R_auth_0621,"kacheler, johanns",personne,
aves_aa_4R_auth_0622,"holniet, johanns",personne,
aves_aa_4R_auth_0623,"doppeler, johanns-jerge",personne,
aves_aa_4R_auth_0624,"münster, heinrich",personne,
aves_aa_4R_auth_0625,"wentscher, johanns",personne,
aves_aa_4R_auth_0626,"berner, peter",personne,0.0
aves_aa_4R_auth_0627,"dossenheim, claus",personne,
aves_aa_4R_auth_0628,"bülher, johanns",personne,
aves_aa_4R_auth_0629,"ostertag, völtz",personne,
aves_aa_4R_auth_0630,"neuenburg, von der, johanns",personne,0.0
aves_aa_4R_auth_0631,"frank, johanns",personne,0.0
aves_aa_4R_auth_0632,"pfaffenheim, sifrit",personne,
aves_aa_4R_auth_0633,"bitsch, claus",personne,
aves_aa_4R_auth_0634,"barpfennig, rudolff",personne,
aves_aa_4R_auth_0635,"messerschmit, johanns-erhart",personne,
aves_aa_4R_auth_0636,"krosswiller, johanns",personne,
aves_aa_4R_auth_0637,"lohel, burkhart",personne,
aves_aa_4R_auth_0638,"metziger, heinrich",personne,
aves_aa_4R_auth_0639,"wolff, jerge",personne,0.0
aves_aa_4R_auth_0640,"gengenbach, von, claus",personne,
aves_aa_4R_auth_0641,"nordhausen, von, johanns",personne,0.0
aves_aa_4R_auth_0642,"berse, von, claus",personne,
aves_aa_4R_auth_0643,"vetter, jerge",personne,
aves_aa_4R_auth_0644,"beingewant, claus",personne,
aves_aa_4R_auth_0645,"lahr, von, johanns",personne,
aves_aa_4R_auth_0646,"lamb, bechtolt",personne,0.0
aves_aa_4R_auth_0647,"scheubelin, peter",personne,
aves_aa_4R_auth_0648,"umb und umb, johanns",personne,
aves_aa_4R_auth_0649,"recker, ulrich",personne,
aves_aa_4R_auth_0650,"gemersheim, von, andres",personne,1.0
aves_aa_4R_auth_0651,"keinne, bechtolt",personne,
aves_aa_4R_auth_0652,"stange, erhart",personne,0.0
aves_aa_4R_auth_0653,"diebolt, johanns",personne,
aves_aa_4R_auth_0654,"barre, von, claus",personne,0.0
aves_aa_4R_auth_0655,"renner, claus",personne,
aves_aa_4R_auth_0656,"jungeling, heinrich",personne,
aves_aa_4R_auth_0657,"reimbolt, oberlin",personne,
aves_aa_4R_auth_0658,"vendenheim, claus",personne,0.0
aves_aa_4R_auth_0659,"sankt-arbogast, ulrich",personne,
aves_aa_4R_auth_0660,"herbst, claus",personne,
aves_aa_4R_auth_0661,"arge, peter",personne,1.0
aves_aa_4R_auth_0662,"burer, ulrich",personne,
aves_aa_4R_auth_0663,"offenburg, götze",personne,0.0
aves_aa_4R_auth_0664,"wingersheim, stefan",personne,
aves_aa_4R_auth_0665,"freiburger, jacob",personne,
aves_aa_4R_auth_0666,"bösch, engelhart",personne,
aves_aa_4R_auth_0667,"ammelung, jacob",personne,0.0
aves_aa_4R_auth_0668,"wolff, claus",personne,
aves_aa_4R_auth_0669,"fegersheim, johanns",personne,0.0
aves_aa_4R_auth_0670,"wolff, friedrich",personne,
aves_aa_4R_auth_0671,"brüchelin, johanns-diebolt",personne,
aves_aa_4R_auth_0672,"ernoltzheim, von, claus",personne,0.0
aves_aa_4R_auth_0673,"bergheim, von, johanns",personne,0.0
aves_aa_4R_auth_0674,"betscholt, friedrich",personne,
aves_aa_4R_auth_0675,"rippel, michel",personne,
aves_aa_4R_auth_0676,"vogt, walther",personne,
aves_aa_4R_auth_0677,"schultheiss, claus, wein-und-brot",personne,
aves_aa_4R_auth_0678,"graff, johanns",personne,
aves_aa_4R_auth_0679,"worms, von, claus",personne,
aves_aa_4R_auth_0680,"dürningen, von, wernher",personne,
aves_aa_4R_auth_0681,"steinhart, johanns",personne,
aves_aa_4R_auth_0682,"desche, johanns-heinrich",personne,
aves_aa_4R_auth_0683,"rippel, bernhart",personne,
aves_aa_4R_auth_0684,"dolle, bechtolt",personne,
aves_aa_4R_auth_0685,"helwig, sifrit",personne,
aves_aa_4R_auth_0686,"wolle, claus",personne,
aves_aa_4R_auth_0687,"lot, peter",personne,
aves_aa_4R_auth_0688,"ehenheim, von, veltin",personne,
aves_aa_4R_auth_0689,"ziegler, claus",personne,
aves_aa_4R_auth_0690,"hennenberg, diebolt",personne,
aves_aa_4R_auth_0691,"schiesel, peter",personne,
aves_aa_4R_auth_0692,"herbst, johanns",personne,
aves_aa_4R_auth_0693,"dalheim, von, johanns",personne,
aves_aa_4R_auth_0694,"klige, konrat",personne,
aves_aa_4R_auth_0695,"duntzenheim, konrat",personne,
aves_aa_4R_auth_0696,"schlecht, johanns",personne,
aves_aa_4R_auth_0697,"brant, johanns, spirer",personne,
aves_aa_4R_auth_0698,"scholle, bernhart",personne,
aves_aa_4R_auth_0699,"bintz, claus",personne,1.0
aves_aa_4R_auth_0700,"schertzheim, johanns",personne,
aves_aa_4R_auth_0701,"illkirch, von, laurentz",personne,
aves_aa_4R_auth_0702,"ingolt, claus",personne,
aves_aa_4R_auth_0703,"schnell, peter",personne,
aves_aa_4R_auth_0704,"leitgast, johanns",personne,
aves_aa_4R_auth_0705,"frankenheim, ludwig",personne,
aves_aa_4R_auth_0706,"scherer, bernhart",personne,
aves_aa_4R_auth_0707,"volmar, thoman",personne,
aves_aa_4R_auth_0708,"leitgast, claus",personne,
aves_aa_4R_auth_0709,"volk, andres",personne,
aves_aa_4R_auth_0710,"arge, heinrich",personne,
aves_aa_4R_auth_0711,"gries, peter",personne,
aves_aa_4R_auth_0712,"dalheim, von, johanns",personne,1.0
aves_aa_4R_auth_0713,"armbruster, johanns, pfennigturm, vor dem",personne,
aves_aa_4R_auth_0714,"kannengiesser, ludwig",personne,
aves_aa_4R_auth_0715,"bisinger, heinrich",personne,1.0
aves_aa_4R_auth_0716,"bitsch, konrat",personne,
aves_aa_4R_auth_0717,"schoffmeiger, claus",personne,
aves_aa_4R_auth_0718,"spitznagel, lienhart",personne,
aves_aa_4R_auth_0719,"ammelung, jacob",personne,
aves_aa_4R_auth_0720,"messner, adam",personne,
aves_aa_4R_auth_0721,"bösch, claus",personne,
aves_aa_4R_auth_0722,"weipolt, adam",personne,
aves_aa_4R_auth_0723,"gisebrecht, jacob",personne,
aves_aa_4R_auth_0724,"habermüller, claus",personne,
aves_aa_4R_auth_0725,"seelig, andres",personne,
aves_aa_4R_auth_0726,"kniebes, claus",personne,
aves_aa_4R_auth_0727,"weidlich, claus",personne,
aves_aa_4R_auth_0728,"wirich, claus",personne,
aves_aa_4R_auth_0729,"molsheim, von, konrat",personne,
aves_aa_4R_auth_0730,"medinger, heinrich",personne,
aves_aa_4R_auth_0731,"odratzheim, von, johanns",personne,
aves_aa_4R_auth_0732,"rohr, von, walther",personne,
aves_aa_4R_auth_0733,"brümath, von, marx",personne,
aves_aa_4R_auth_0734,"meiger, johanns",personne,
aves_aa_4R_auth_0735,"hüss, johanns",personne,
aves_aa_4R_auth_0736,"schott, peter",personne,
aves_aa_4R_auth_0737,"baltener, diebolt",personne,
aves_aa_4R_auth_0738,"olwisheim, von, peter",personne,
aves_aa_4R_auth_0739,"rastetten, von, marx",personne,
aves_aa_4R_auth_0740,"rotschilt, wilhelm",personne,1.0
aves_aa_4R_auth_0741,"allewelt, bernhart",personne,
aves_aa_4R_auth_0742,"lamprecht, jacob",personne,
aves_aa_4R_auth_0743,"morsmünster, von, ulrich",personne,
aves_aa_4R_auth_0744,"olwisheim, von, peter",personne,
aves_aa_4R_auth_0745,"rörich, claus",personne,
aves_aa_4R_auth_0746,"riber, claus",personne,
aves_aa_4R_auth_0747,"ganther, johanns",personne,
aves_aa_4R_auth_0748,"issenhausen, von, claus",personne,
aves_aa_4R_auth_0749,"brant, johanns, spirer",personne,
aves_aa_4R_auth_0750,"stange, gilge",personne,0.0
aves_aa_4R_auth_0751,"gosse, johanns",personne,
aves_aa_4R_auth_0752,"hage, jacob",personne,
aves_aa_4R_auth_0753,"ruhlmann, kühne",personne,
aves_aa_4R_auth_0754,"berse, von, johanns",personne,
aves_aa_4R_auth_0755,"kerling, marx",personne,
aves_aa_4R_auth_0756,"bir, claus",personne,
aves_aa_4R_auth_0757,"hage, frantz",personne,
aves_aa_4R_auth_0758,"bitsch, von, konrat",personne,
aves_aa_4R_auth_0759,"ersam, andres",personne,
aves_aa_4R_auth_0760,"brachenheim, von, peter",personne,
aves_aa_4R_auth_0761,"bisinger, johanns",personne,
aves_aa_4R_auth_0762,"hegel, heinrich",personne,
aves_aa_4R_auth_0763,"sarburg, von, peter",personne,
aves_aa_4R_auth_0764,"bisinger, heinrich",personne,
aves_aa_4R_auth_0765,"bietenheim, sifrit",personne,
aves_aa_4R_auth_0766,"lehmann, martin",personne,
aves_aa_4R_auth_0767,"spiess, hilarius",personne,
aves_aa_4R_auth_0768,"ottemann, diebolt",personne,
aves_aa_4R_auth_0769,"offenburg, bechtolt",personne,
aves_aa_4R_auth_0770,"sanselmann, anthenie",personne,
aves_aa_4R_auth_0771,"säckingen, von, johanns",personne,
aves_aa_4R_auth_0772,"schedeler, johanns",personne,
aves_aa_4R_auth_0773,"trachenfeils, mattern",personne,
aves_aa_4R_auth_0774,"gemersheim, von, laurentz",personne,
aves_aa_4R_auth_0775,"villinger, erhart",personne,1.0
aves_aa_4R_auth_0776,"duntzenheim, von, symont",personne,
aves_aa_4R_auth_0777,"hug, burkhart",personne,
aves_aa_4R_auth_0778,"weldel, johanns",personne,
aves_aa_4R_auth_0779,"meiger, johanns",personne,
aves_aa_4R_auth_0780,"berlin, johanns",personne,
aves_aa_4R_auth_0781,"renner, claus",personne,
aves_aa_4R_auth_0782,"zabern, von, ulrich",personne,
aves_aa_4R_auth_0783,"ammeister, lienhart",personne,
aves_aa_4R_auth_0784,"wolffach, konrat",personne,
aves_aa_4R_auth_0785,"hüss, jerge",personne,
aves_aa_4R_auth_0786,"sivester, johanns",personne,
aves_aa_4R_auth_0787,"müge, jacob",personne,
aves_aa_4R_auth_0788,"westhoffen, claus",personne,
aves_aa_4R_auth_0789,"grewalt, michel",personne,
aves_aa_4R_auth_0790,"raubel, martin",personne,
aves_aa_4R_auth_0791,"pfeffinger, bernhart",personne,
aves_aa_4R_auth_0792,"slapp, johanns",personne,
aves_aa_4R_auth_0793,"kochersberg, erhart",personne,
aves_aa_4R_auth_0794,"reck, diebolt",personne,
aves_aa_4R_auth_0795,"burkhart, johanns",personne,
aves_aa_4R_auth_0796,"rebestock, fritsch",personne,
aves_aa_4R_auth_0797,"scholle, johanns",personne,
aves_aa_4R_auth_0798,"andlau, von, peter",personne,
aves_aa_4R_auth_0799,"duntzenheim, claus",personne,
aves_aa_4R_auth_0800,"hungerstein, konrat",personne,
aves_aa_4R_auth_0801,"vogelsberg, bechtolt",personne,
aves_aa_4R_auth_0802,"peter, mathis, sankt-arbogast, von",personne,
aves_aa_4R_auth_0803,"meiger, johanns",personne,
aves_aa_4R_auth_0804,"ersam, claus",personne,
aves_aa_4R_auth_0805,"molsheim, von, peter",personne,
aves_aa_4R_auth_0806,"riffe, johanns, der junge",personne,
aves_aa_4R_auth_0807,"brun, claus",personne,
aves_aa_4R_auth_0808,"schott, heinrich",personne,
aves_aa_4R_auth_0809,"büre, von, oberlin",personne,
aves_aa_4R_auth_0810,"mennichin, johanns",personne,
aves_aa_4R_auth_0811,"ducheler, johanns",personne,
aves_aa_4R_auth_0812,"ruhlmann, johanns",personne,
aves_aa_4R_auth_0813,"armbruster, konrat",personne,
aves_aa_4R_auth_0814,"seebott, ulrich",personne,
aves_aa_4R_auth_0815,"trüchtersheim, von, johanns",personne,
aves_aa_4R_auth_0816,"wachenheimer, peter",personne,
aves_aa_4R_auth_0817,"ulrich, wilhelm",personne,
aves_aa_4R_auth_0818,"seelig, khurin",personne,
aves_aa_4R_auth_0819,"scholle, konrat",personne,
aves_aa_4R_auth_0820,"rottweil, von, johanns-erhart",personne,
aves_aa_4R_auth_0821,"hohenburg, von, götze",personne,
aves_aa_4R_auth_0822,"frankfurt, von, johanns",personne,
aves_aa_4R_auth_0823,"müller, heinrich",personne,
aves_aa_4R_auth_0824,"wehel, johanns",personne,
aves_aa_4R_auth_0825,"gisebrecht, erhart",personne,
