Id,Label,fonction,cluster
aves_aa_4R_auth_0826,"bülle, johanns",personne,
aves_aa_4R_auth_0827,"rohrbosch, johanns",personne,
aves_aa_4R_auth_0828,"wile, von, konrat",personne,
aves_aa_4R_auth_0829,"morsmünster, von, peter",personne,
aves_aa_4R_auth_0830,"waldener, johanns",personne,
aves_aa_4R_auth_0831,"dahlheim, anthenie",personne,
aves_aa_4R_auth_0832,"beger, johanns",personne,
aves_aa_4R_auth_0833,"schwencker, heinrich",personne,
aves_aa_4R_auth_0834,"morsmünster, von, gangolff",personne,
aves_aa_4R_auth_0835,"happmacher, andres",personne,
aves_aa_4R_auth_0836,"burggraf, wirich",personne,
aves_aa_4R_auth_0837,"rebestock, marx",personne,
aves_aa_4R_auth_0838,"mornhinweg, johanns",personne,
aves_aa_4R_auth_0839,"hohenburg, von, götze",personne,
aves_aa_4R_auth_0840,"trüchtersheim, von, ruhlemann",personne,
aves_aa_4R_auth_0841,"meiger, jacob",personne,
aves_aa_4R_auth_0842,"flöss, johanns",personne,
aves_aa_4R_auth_0843,"trense, andres",personne,
aves_aa_4R_auth_0844,"duntzenheim, von, konrat",personne,
aves_aa_4R_auth_0845,"armbruster, obrecht",personne,
aves_aa_4R_auth_0846,"pfarrer, heinrich",personne,
aves_aa_4R_auth_0847,"vendenheim, laurentz",personne,
aves_aa_4R_auth_0848,"esslinger, matheus",personne,
aves_aa_4R_auth_0849,"ulrich, claus",personne,
aves_aa_4R_auth_0850,"jerger, johanns",personne,
aves_aa_4R_auth_0851,"wisebach, jacob",personne,
aves_aa_4R_auth_0852,"armbruster, konrat",personne,
aves_aa_4R_auth_0853,"trachenfeils, lienhart",personne,
aves_aa_4R_auth_0854,"storck, konrat",personne,
aves_aa_4R_auth_0855,"württemberg, johanns",personne,
aves_aa_4R_auth_0856,"fallwehenne, konrat",personne,
aves_aa_4R_auth_0857,"meiger, johanns",personne,
aves_aa_4R_auth_0858,"renner, peter",personne,
aves_aa_4R_auth_0859,"pfutzer, claus",personne,
aves_aa_4R_auth_0860,"hug, peter",personne,
aves_aa_4R_auth_0861,"dolde, blesin",personne,
aves_aa_4R_auth_0862,"bechtolt, claus",personne,
aves_aa_4R_auth_0863,"vetter, claus",personne,
aves_aa_4R_auth_0864,"rörich, johanns",personne,
aves_aa_4R_auth_0865,"dachstein, von, johanns",personne,
aves_aa_4R_auth_0866,"lötschel, claus",personne,
aves_aa_4R_auth_0867,"jerger, claus",personne,
aves_aa_4R_auth_0868,"rotschilt, stefan",personne,
aves_aa_4R_auth_0869,"burnherr, arbogast",personne,
aves_aa_4R_auth_0870,"volk, diebolt",personne,
aves_aa_4R_auth_0871,"müge, florentz",personne,
aves_aa_4R_auth_0872,"frank, johanns",personne,
aves_aa_4R_auth_0873,"friedrich, blesin",personne,
aves_aa_4R_auth_0874,"happmacher, andres",personne,
aves_aa_4R_auth_0875,"brümath, von, johanns",personne,
aves_aa_4R_auth_0876,"rummeler, florentz",personne,
aves_aa_4R_auth_0877,"pfutzer, mattern",personne,
aves_aa_4R_auth_0878,"missbach, johanns",personne,
aves_aa_4R_auth_0879,"dietrich, michel",personne,
aves_aa_4R_auth_0880,"krebs, peter",personne,
aves_aa_4R_auth_0881,"minner, veltin",personne,
aves_aa_4R_auth_0882,"gerbot, jacob",personne,
aves_aa_4R_auth_0883,"trachenfeils, andres",personne,
aves_aa_4R_auth_0884,"hannemann, johanns",personne,
aves_aa_4R_auth_0885,"heinrich, johanns",personne,
aves_aa_4R_auth_0886,"bilger, johanns",personne,
aves_aa_4R_auth_0887,"ingolt, heinrich",personne,
aves_aa_4R_auth_0888,"hohenburg, von, jerge",personne,
aves_aa_4R_auth_0889,"krug, claus",personne,
aves_aa_4R_auth_0890,"meiger, lexius",personne,
aves_aa_4R_auth_0891,"ebel, jerge",personne,
aves_aa_4R_auth_0892,"wangen, von, konrat",personne,
aves_aa_4R_auth_0893,"müseler, peter",personne,
aves_aa_4R_auth_0894,"wurm, jacob",personne,
aves_aa_4R_auth_0895,"wolff, lienhart",personne,
aves_aa_4R_auth_0896,"frank, johanns",personne,
aves_aa_4R_auth_0897,"freiburg, von, jost",personne,
aves_aa_4R_auth_0898,"martin, wein-und-brot",personne,
aves_aa_4R_auth_0899,"grimmel, kühne",personne,
aves_aa_4R_auth_0900,"heil, peter",personne,
aves_aa_4R_auth_0901,"rottweil, von, johanns-wilhelm",personne,
aves_aa_4R_auth_0902,"hochstett, von, johanns",personne,
aves_aa_4R_auth_0903,"löwe, konrat",personne,
aves_aa_4R_auth_0904,"russer, johanns",personne,
aves_aa_4R_auth_0905,"strubel, symont",personne,
aves_aa_4R_auth_0906,"konrat, johanns",personne,
aves_aa_4R_auth_0907,"stösser, johanns",personne,
aves_aa_4R_auth_0908,"merckel, jost",personne,
aves_aa_4R_auth_0909,"wolff, claus",personne,
aves_aa_4R_auth_0910,"ingolt, johanns",personne,
aves_aa_4R_auth_0911,"wernlin, claus",personne,
aves_aa_4R_auth_0912,"wingersheim, diebolt",personne,
aves_aa_4R_auth_0913,"slapp, bernhart",personne,
aves_aa_4R_auth_0914,"betscholt, diebolt",personne,
aves_aa_4R_auth_0915,"seebott, lamprecht",personne,
aves_aa_4R_auth_0916,"hungerstein, johanns",personne,
aves_aa_4R_auth_0917,"hüseler, rudolff",personne,
aves_aa_4R_auth_0918,"kupfer, johanns",personne,
aves_aa_4R_auth_0919,"riffe, jeronimus",personne,
aves_aa_4R_auth_0920,"küller, jacob",personne,
aves_aa_4R_auth_0921,"molsheim, von, jacob",personne,
aves_aa_4R_auth_0922,"büre, von, oberlin",personne,
aves_aa_4R_auth_0923,"kornman, thoman",personne,
aves_aa_4R_auth_0924,"lume, konrat",personne,
aves_aa_4R_auth_0925,"schwende, johanns, der junge",personne,
aves_aa_4R_auth_0926,"schwende, johanns, der junge",personne,
aves_aa_4R_auth_0927,"rüttel, jerge",personne,
aves_aa_4R_auth_0928,"arge, peter",personne,
aves_aa_4R_auth_0929,"riffe, jerge",personne,
aves_aa_4R_auth_0930,"schultheiss, martin, wein-und-brot",personne,
aves_aa_4R_auth_0931,"arbogast, johanns-claus",personne,
aves_aa_4R_auth_0932,"barpfennig, bartholomeus",personne,
aves_aa_4R_auth_0933,"renner, johanns, der junge",personne,1.0
aves_aa_4R_auth_0934,"koch, johanns, der junge",personne,0.0
aves_aa_4R_auth_0935,"wissemburg, johanns",personne,0.0
aves_aa_4R_auth_0936,"merckel, küntz",personne,0.0
aves_aa_4R_auth_0937,"jude, heintz",personne,0.0
aves_aa_4R_auth_0938,"zinsmeister, der",personne,0.0
aves_aa_4R_auth_0939,"rebe, lauwel",personne,0.0
aves_aa_4R_auth_0940,"schaffner, johanns",personne,0.0
aves_aa_4R_auth_0941,"schultheiss, pantheleon",personne,0.0
aves_aa_4R_auth_0942,"erbe, lauwel",personne,0.0
aves_aa_4R_auth_0943,"rebe, johanns",personne,0.0
aves_aa_4R_auth_0944,"kühne, ",personne,0.0
aves_aa_4R_auth_0945,"kühne, johanns",personne,0.0
aves_aa_4R_auth_0946,"lise, heinrich",personne,0.0
aves_aa_4R_auth_0947,"weiss, peter",personne,0.0
aves_aa_4R_auth_0948,"dietrich, diebolt",personne,0.0
aves_aa_4R_auth_0949,"jäger, johanns",personne,0.0
aves_aa_4R_auth_0950,"hirse, heintz",personne,0.0
aves_aa_4R_auth_0951,"scholle, bernhart",personne,0.0
aves_aa_4R_auth_0952,"säckingen, von, friedel",personne,0.0
aves_aa_4R_auth_0953,"wurant, claus",personne,0.0
aves_aa_4R_auth_0954,"mentzer, johanns",personne,0.0
aves_aa_4R_auth_0955,"köln, von, peter",personne,0.0
aves_aa_4R_auth_0956,"ofentürer, peter",personne,0.0
aves_aa_4R_auth_0957,"dundenheim, johanns",personne,0.0
aves_aa_4R_auth_0958,"dundenheim, peter",personne,0.0
aves_aa_4R_auth_0959,"marlenheim, von, diebolt",personne,0.0
aves_aa_4R_auth_0960,"volmar, jacob",personne,0.0
aves_aa_4R_auth_0961,"müseler, heinrich",personne,0.0
aves_aa_4R_auth_0962,"lugerlin, claus",personne,0.0
aves_aa_4R_auth_0963,"ackerfuss, claus",personne,0.0
aves_aa_4R_auth_0964,"dossenheim, claus",personne,0.0
aves_aa_4R_auth_0965,"stocker, heinrich",personne,0.0
aves_aa_4R_auth_0966,"molsheim, von, adam",personne,0.0
aves_aa_4R_auth_0967,"schaeffoltzheim, von, wilhelm",personne,0.0
aves_aa_4R_auth_0968,"hürtigheim, von, fritsch",personne,0.0
aves_aa_4R_auth_0969,"düringer, kühne, der alte",personne,0.0
aves_aa_4R_auth_0970,"düringer, kühne, der junge",personne,0.0
aves_aa_4R_auth_0971,"wantzen, von, jacob",personne,0.0
aves_aa_4R_auth_0972,"odratzheim, johanns",personne,0.0
aves_aa_4R_auth_0973,"steinbach, johanns",personne,0.0
aves_aa_4R_auth_0974,"weber, claus",personne,0.0
aves_aa_4R_auth_0975,"rohr, von, claus",personne,0.0
aves_aa_4R_auth_0976,"gunther, johanns",personne,0.0
aves_aa_4R_auth_0977,"metziger, peter",personne,0.0
aves_aa_4R_auth_0978,"willekin, florentz",personne,0.0
aves_aa_4R_auth_0979,"hell, veltin",personne,0.0
aves_aa_4R_auth_0980,"kreuznach, von, johanns",personne,0.0
aves_aa_4R_auth_0981,"lehmann, heinrich",personne,0.0
aves_aa_4R_auth_0982,"kannengiesser, claus",personne,0.0
aves_aa_4R_auth_0983,"mertz, krutenau, in",personne,0.0
aves_aa_4R_auth_0984,"anshelm, jerge",personne,0.0
aves_aa_4R_auth_0985,"neuwiller, johanns",personne,0.0
aves_aa_4R_auth_0986,"schlettstadt, von, johanns",personne,0.0
aves_aa_4R_auth_0987,"arge, peter",personne,0.0
aves_aa_4R_auth_0988,"klein, johanns",personne,0.0
aves_aa_4R_auth_0989,"hirtz, ",personne,0.0
aves_aa_4R_auth_0990,"mentz, von, claus",personne,0.0
aves_aa_4R_auth_0991,"molsheim, von, johanns",personne,0.0
aves_aa_4R_auth_0992,"glaser, ulrich",personne,0.0
aves_aa_4R_auth_0993,"glaser, herzog",personne,0.0
aves_aa_4R_auth_0994,"happmacher, fritsch",personne,0.0
aves_aa_4R_auth_0995,"molsheim, von, adam",personne,0.0
aves_aa_4R_auth_0996,"küntz, tröschen, zum",personne,0.0
aves_aa_4R_auth_0997,"sporer, johanns",personne,0.0
aves_aa_4R_auth_0998,"waldener, jacob",personne,0.0
aves_aa_4R_auth_0999,gilge,personne,0.0
aves_aa_4R_auth_1000,"genf, von, johanns",personne,0.0
aves_aa_4R_auth_1001,"rosegart, heinrich",personne,0.0
aves_aa_4R_auth_1002,"ehenheim, von, symont",personne,0.0
aves_aa_4R_auth_1003,"hensel, andres",personne,0.0
aves_aa_4R_auth_1004,"ehenheim, von, veltin",personne,0.0
aves_aa_4R_auth_1005,"westermann, martin",personne,0.0
aves_aa_4R_auth_1006,"dolde, lauwel",personne,0.0
aves_aa_4R_auth_1007,"gingsheim, johanns, sankt-elisabeth gasse, auf",personne,0.0
aves_aa_4R_auth_1008,"seelig, peter",personne,0.0
aves_aa_4R_auth_1009,martzolff,personne,0.0
aves_aa_4R_auth_1010,"neffe, johanns",personne,0.0
aves_aa_4R_auth_1011,"sant, von, diebolt",personne,0.0
aves_aa_4R_auth_1012,"molsheim, von, peter",personne,0.0
aves_aa_4R_auth_1013,"bernhart, rad, zum",personne,0.0
aves_aa_4R_auth_1014,"uttenheim, von, johanns",personne,0.0
aves_aa_4R_auth_1015,"peter, krone, zur",personne,0.0
aves_aa_4R_auth_1016,"worms, von, alhelm",personne,0.0
aves_aa_4R_auth_1017,"kipkorn, johanns",personne,0.0
aves_aa_4R_auth_1018,"eckendorf, heinrich",personne,0.0
aves_aa_4R_auth_1019,"dürningen, von, heinrich",personne,0.0
aves_aa_4R_auth_1020,"schrotbanck, ortlieb",personne,0.0
aves_aa_4R_auth_1021,"lautern, von, johanns",personne,0.0
aves_aa_4R_auth_1022,"mentz, von, kraft",personne,0.0
aves_aa_4R_auth_1023,"sundgau, von, johanns",personne,0.0
aves_aa_4R_auth_1024,"lembel, claus",personne,0.0
aves_aa_4R_auth_1025,"ohmeter, götze",personne,0.0
aves_aa_4R_auth_1026,"erstenberg, heinrich",personne,0.0
aves_aa_4R_auth_1027,"glockengiesser, johanns",personne,0.0
aves_aa_4R_auth_1028,"weisseisen, johanns",personne,0.0
aves_aa_4R_auth_1029,"adam, peter",personne,0.0
aves_aa_4R_auth_1030,"allewelt, johanns",personne,0.0
aves_aa_4R_auth_1031,"ludwig, fischmarkt, am",personne,0.0
aves_aa_4R_auth_1032,"stückgarter, bechtolt",personne,0.0
aves_aa_4R_auth_1033,"heiligenstein, von, richart",personne,0.0
aves_aa_4R_auth_1034,"stalle, johanns",personne,0.0
aves_aa_4R_auth_1035,"loteisen, jost",personne,0.0
aves_aa_4R_auth_1036,"schwartz, jeckel",personne,0.0
aves_aa_4R_auth_1037,veltin,personne,0.0
aves_aa_4R_auth_1038,rudolff,personne,0.0
aves_aa_4R_auth_1039,richart,personne,0.0
aves_aa_4R_auth_1040,"müsung, johanns",personne,0.0
aves_aa_4R_auth_1041,"claus, metzige, bei der",personne,0.0
aves_aa_4R_auth_1042,"heinrich, Sankt-martin, bei",personne,0.0
aves_aa_4R_auth_1043,"flach, oswalt",personne,0.0
aves_aa_4R_auth_1044,"üntzel, graben, auf dem",personne,0.0
aves_aa_4R_auth_1045,"andres, kürsener, unter",personne,0.0
aves_aa_4R_auth_1046,"lampertheim, von, claus",personne,0.0
aves_aa_4R_auth_1047,laurentz,personne,0.0
aves_aa_4R_auth_1048,"schaffner, jerge",personne,0.0
aves_aa_4R_auth_1049,"knapp, johanns",personne,0.0
aves_aa_4R_auth_1050,"hasenohr, bernhart",personne,0.0
aves_aa_4R_auth_1051,"bender, obrecht",personne,0.0
aves_aa_4R_auth_1052,"wile, von, reimbolt",personne,0.0
aves_aa_4R_auth_1053,"molsheim, von",personne,0.0
aves_aa_4R_auth_1054,"schmied, claus",personne,0.0
aves_aa_4R_auth_1055,"stumpf, adolff",personne,0.0
aves_aa_4R_auth_1056,"lehel, burkhart",personne,0.0
aves_aa_4R_auth_1057,"gunther, johanns",personne,0.0
aves_aa_4R_auth_1058,"johanns, komm nach hinten",personne,0.0
aves_aa_4R_auth_1059,"wangen, von, erhart",personne,0.0
aves_aa_4R_auth_1060,"hennenberg, johanns",personne,0.0
aves_aa_4R_auth_1061,"butte, lauwel",personne,0.0
aves_aa_4R_auth_1062,"ulrich, mathis",personne,0.0
aves_aa_4R_auth_1063,"röttel, johanns",personne,0.0
aves_aa_4R_auth_1064,"lehmann, johanns",personne,0.0
aves_aa_4R_auth_1065,"münch, dietrich",personne,0.0
aves_aa_4R_auth_1066,"bentz, lauwel",personne,0.0
aves_aa_4R_auth_1067,"reinhart, johanns",personne,0.0
aves_aa_4R_auth_1068,"fürsenbach, jacob",personne,0.0
aves_aa_4R_auth_1069,"kiebel, johanns",personne,0.0
aves_aa_4R_auth_1070,"fleisch, küntz, der alte",personne,0.0
aves_aa_4R_auth_1071,"drens, johanns",personne,0.0
aves_aa_4R_auth_1072,khurin,personne,0.0
aves_aa_4R_auth_1073,"kilwart, johanns, der junge",personne,0.0
aves_aa_4R_auth_1074,männel,personne,0.0
aves_aa_4R_auth_1075,"minner, johanns",personne,0.0
aves_aa_4R_auth_1076,"morung, johanns",personne,0.0
aves_aa_4R_auth_1077,"wildersinn, johanns",personne,0.0
aves_aa_4R_auth_1078,"lütolt, michel",personne,0.0
aves_aa_4R_auth_1079,"volmar, claus",personne,0.0
aves_aa_4R_auth_1080,sixt,personne,0.0
aves_aa_4R_auth_1081,"mittelhausen, veltin",personne,0.0
aves_aa_4R_auth_1082,"butze, johanns",personne,0.0
aves_aa_4R_auth_1083,"porte, johanns",personne,0.0
aves_aa_4R_auth_1084,"weidlich, ulrich",personne,0.0
aves_aa_4R_auth_1085,"rippel, bernhart",personne,0.0
aves_aa_4R_auth_1086,"grasseck, claus",personne,0.0
aves_aa_4R_auth_1087,"schwartz, konrat",personne,0.0
aves_aa_4R_auth_1088,"bergheim, von, johanns",personne,0.0
aves_aa_4R_auth_1089,"österreicher, claus",personne,0.0
aves_aa_4R_auth_1090,"österreicher, peter",personne,0.0
aves_aa_4R_auth_1091,"schmied, johanns",personne,0.0
aves_aa_4R_auth_1092,"wernlin, stoffelus",personne,0.0
aves_aa_4R_auth_1093,"hirt, johanns, der alte",personne,0.0
aves_aa_4R_auth_1094,"kibitz, heinrich",personne,0.0
aves_aa_4R_auth_1095,"schlettstadt, von, johanns",personne,0.0
aves_aa_4R_auth_1096,"vendenheim, johanns, brücken, zwischen",personne,
conseil_1400,conseil 1400,organisation,
conseil_1401,conseil 1401,organisation,
conseil_1402,conseil 1402,organisation,
conseil_1403,conseil 1403,organisation,
conseil_1404,conseil 1404,organisation,
conseil_1405,conseil 1405,organisation,
conseil_1406,conseil 1406,organisation,
conseil_1407,conseil 1407,organisation,
conseil_1408,conseil 1408,organisation,
conseil_1409,conseil 1409,organisation,
conseil_1410,conseil 1410,organisation,
conseil_1411,conseil 1411,organisation,
conseil_1412,conseil 1412,organisation,
conseil_1413,conseil 1413,organisation,
conseil_1414,conseil 1414,organisation,
conseil_1415,conseil 1415,organisation,
conseil_1416,conseil 1416,organisation,
conseil_1417,conseil 1417,organisation,
conseil_1418,conseil 1418,organisation,
conseil_1419,conseil 1419,organisation,
conseil_1420,conseil 1420,organisation,
conseil_1421,conseil 1421,organisation,
conseil_1422,conseil 1422,organisation,
conseil_1423,conseil 1423,organisation,
conseil_1424,conseil 1424,organisation,
conseil_1425,conseil 1425,organisation,
conseil_1426,conseil 1426,organisation,
conseil_1427,conseil 1427,organisation,
conseil_1428,conseil 1428,organisation,
conseil_1429,conseil 1429,organisation,
conseil_1430,conseil 1430,organisation,
conseil_1431,conseil 1431,organisation,
conseil_1432,conseil 1432,organisation,
conseil_1433,conseil 1433,organisation,
conseil_1434,conseil 1434,organisation,
conseil_1435,conseil 1435,organisation,
conseil_1436,conseil 1436,organisation,
conseil_1437,conseil 1437,organisation,
conseil_1438,conseil 1438,organisation,
conseil_1439,conseil 1439,organisation,
conseil_1440,conseil 1440,organisation,
conseil_1441,conseil 1441,organisation,
conseil_1442,conseil 1442,organisation,
conseil_1443,conseil 1443,organisation,
conseil_1444,conseil 1444,organisation,
conseil_1445,conseil 1445,organisation,
conseil_1446,conseil 1446,organisation,
conseil_1447,conseil 1447,organisation,
conseil_1448,conseil 1448,organisation,
conseil_1449,conseil 1449,organisation,
conseil_1450,conseil 1450,organisation,
conseil_1451,conseil 1451,organisation,
conseil_1452,conseil 1452,organisation,
conseil_1453,conseil 1453,organisation,
conseil_1454,conseil 1454,organisation,
conseil_1455,conseil 1455,organisation,
conseil_1456,conseil 1456,organisation,
conseil_1457,conseil 1457,organisation,
conseil_1458,conseil 1458,organisation,
conseil_1459,conseil 1459,organisation,
conseil_1460,conseil 1460,organisation,
conseil_1461,conseil 1461,organisation,
conseil_1462,conseil 1462,organisation,
conseil_1463,conseil 1463,organisation,
conseil_1464,conseil 1464,organisation,
conseil_1465,conseil 1465,organisation,
conseil_1466,conseil 1466,organisation,
conseil_1467,conseil 1467,organisation,
conseil_1468,conseil 1468,organisation,
conseil_1469,conseil 1469,organisation,
conseil_1470,conseil 1470,organisation,
conseil_1471,conseil 1471,organisation,
conseil_1472,conseil 1472,organisation,
conseil_1473,conseil 1473,organisation,
conseil_1474,conseil 1474,organisation,
conseil_1475,conseil 1475,organisation,
conseil_1476,conseil 1476,organisation,
conseil_1477,conseil 1477,organisation,
conseil_1478,conseil 1478,organisation,
conseil_1479,conseil 1479,organisation,
conseil_1480,conseil 1480,organisation,
conseil_1481,conseil 1481,organisation,
conseil_1482,conseil 1482,organisation,
conseil_1483,conseil 1483,organisation,
conseil_1484,conseil 1484,organisation,
conseil_1485,conseil 1485,organisation,
conseil_1486,conseil 1486,organisation,
conseil_1487,conseil 1487,organisation,
conseil_1488,conseil 1488,organisation,
conseil_1489,conseil 1489,organisation,
conseil_1490,conseil 1490,organisation,
conseil_1491,conseil 1491,organisation,
conseil_1492,conseil 1492,organisation,
conseil_1493,conseil 1493,organisation,
conseil_1494,conseil 1494,organisation,
conseil_1495,conseil 1495,organisation,
conseil_1496,conseil 1496,organisation,
conseil_1497,conseil 1497,organisation,
conseil_1498,conseil 1498,organisation,
conseil_1499,conseil 1499,organisation,
poele_am Oberstaden,poele am Oberstaden,organisation,
poele_an der Steinstraße,poele an der Steinstraße,organisation,
poele_baigneurs,poele baigneurs,organisation,
poele_barbiers,poele barbiers,organisation,
poele_carreleurs,poele carreleurs,organisation,
poele_cordiers,poele cordiers,organisation,
poele_crieurs de vin,poele crieurs de vin,organisation,
poele_fruitiers,poele fruitiers,organisation,
poele_hinter Sankt-Kathrinen,poele hinter Sankt-Kathrinen,organisation,
poele_huiliers,poele huiliers,organisation,
poele_in der Krutenau,poele in der Krutenau,organisation,
poele_in der Ruprechtsau,poele in der Ruprechtsau,organisation,
poele_mesureurs de vin,poele mesureurs de vin,organisation,
poele_meuniers,poele meuniers,organisation,
poele_orfèvres,poele orfèvres,organisation,
poele_peintres de boucliers,poele peintres de boucliers,organisation,
poele_regrattiers,poele regrattiers,organisation,
poele_tondeurs de draps,poele tondeurs de draps,organisation,
poele_unter Wagner,poele unter Wagner,organisation,
poele_zum Anker,poele zum Anker,organisation,
poele_zum Friburger,poele zum Friburger,organisation,
poele_zum Hirtzhorn,poele zum Hirtzhorn,organisation,
poele_zum Holtzapfel,poele zum Holtzapfel,organisation,
poele_zum Schiff,poele zum Schiff,organisation,
poele_zum Spiegel,poele zum Spiegel,organisation,
poele_zum Teich,poele zum Teich,organisation,
poele_zur Blume,poele zur Blume,organisation,
poele_zur Waseneck,poele zur Waseneck,organisation,
échevinage_barbiers et baigneurs,échevinage barbiers et baigneurs,organisation,
échevinage_bateliers,échevinage bateliers,organisation,
échevinage_bouchers,échevinage bouchers,organisation,
échevinage_boulangers,échevinage boulangers,organisation,
échevinage_cabaretiers,échevinage cabaretiers,organisation,
échevinage_charpentiers,échevinage charpentiers,organisation,
échevinage_charrons,échevinage charrons,organisation,
échevinage_coltineurs de tonneaux,échevinage coltineurs de tonneaux,organisation,
échevinage_constructeurs de bateaux,échevinage constructeurs de bateaux,organisation,
échevinage_cordonniers,échevinage cordonniers,organisation,
échevinage_crieurs et mesureurs de vin,échevinage crieurs et mesureurs de vin,organisation,
échevinage_drapiers,échevinage drapiers,organisation,
échevinage_forgerons,échevinage forgerons,organisation,
échevinage_gourmets et courtiers,échevinage gourmets et courtiers,organisation,
échevinage_huiliers meuniers et tondeurs de draps,échevinage huiliers meuniers et tondeurs de draps,organisation,
échevinage_jardiniers,échevinage jardiniers,organisation,
échevinage_marchands,échevinage marchands,organisation,
échevinage_marchands de grains,échevinage marchands de grains,organisation,
échevinage_maçons,échevinage maçons,organisation,
échevinage_orfèvres,échevinage orfèvres,organisation,
échevinage_pelletiers,échevinage pelletiers,organisation,
échevinage_pêcheurs,échevinage pêcheurs,organisation,
"échevinage_regrattiers, cordiers et fruitiers","échevinage regrattiers, cordiers et fruitiers",organisation,
échevinage_sauniers,échevinage sauniers,organisation,
échevinage_tailleurs,échevinage tailleurs,organisation,
échevinage_tanneurs,échevinage tanneurs,organisation,
échevinage_tisserands,échevinage tisserands,organisation,
échevinage_tonneliers,échevinage tonneliers,organisation,
